# id tag_id v_alpha v_beta vdc sector overmodulated error_code a_num b_num sum_num base denominator t1 t2 L M H duty_u duty_v duty_w
000010e2 0000 00673e7 003e155 00d655d 3 0 0 00f6d497c4 010689001d 001fd5d97e1 020b4780d0 0020b4780d0 078c147a9 080702758 003674880 07c289029 0fc98b781 0036749 07c2890 0fc98b8
000010e3 0000 013dcae 1ef8746 01df07f 2 1 0 025e967f48 045a7860ca 006b90ee012 04918260f0 006b90ee012 05a3a330a 0a5c5ccf6 000000000 05a3a330a 100000000 0000000 1000000 05a3a33
000010e4 0000 0020d7a 008f203 023157b 1 0 0 00b655290c 01a6e071ec 0025d359af8 055a7714b0 0055a7714b0 0220f31ef 04efe1354 047795d5f 069888f4e 0b886a2a2 069888f 047795d 0b886a3
000010e5 0000 0129848 010ccd6 01a4e8a 3 1 0 0209398388 0470b33b46 00679ecbece 04039beea0 00679ecbece 0507b749b 0af848b65 000000000 0507b749b 100000000 0000000 0507b75 1000000
000010e6 0000 00f88c6 005d3e0 0209a8a 3 0 0 02c912bc10 018a4c7ee0 004535f3af0 04f994aea0 004f994aea0 08f555d4c 04f41da58 010b4642e 0a009c17a 0ef4b9bd2 010b464 0a009c1 0ef4b9c
000010e7 0000 006f5b3 1f366c6 01cdf35 6 0 0 001262edc0 0341fbce50 003545ebc10 0467cf0650 00467cf0650 0042c6b9c 0bd4e136d 01f42c07c 0236f2c18 0e0bd3f85 0236f2c 0e0bd40 01f42c0
000010e8 0000 00ad621 00c842f 01e140b 3 0 0 00d38b17ac 034edb9007 0042266a7b3 0496eeedb0 00496eeedb0 02e179100 0b8846ffe 00cb1ff81 03ac99081 0f34e007f 00cb200 03ac991 0f34e00
000010e9 0000 005e370 00c525e 00ebb7d 1 1 0 0047cbe958 02f9d8be58 00341a4a7b0 023f7bc2d0 00341a4a7b0 0160c35ce 0e9f3ca32 000000000 0160c35ce 100000000 0160c36 0000000 1000000
000010ea 0000 1f8f5ad 0060e4f 00d42ad 5 1 0 0199be1f27 00cfa8e6dc 00269670603 0205fc85d0 00269670603 0a9e55780 0561aa880 000000000 0a9e55780 100000000 1000000 0000000 0a9e558
000010eb 0000 00b8632 004a6f8 00f2acf 3 1 0 0205dec450 013ac521b8 00340a3e608 02507835f0 00340a3e608 09f38dec7 060c72139 000000000 09f38dec7 100000000 0000000 09f38df 1000000
000010ec 0000 000e09f 00a3c22 0205ee6 1 0 0 0126d0c9c0 018da39290 002b4745c50 04f07af860 004f07af860 03bafd23d 05080fe2d 039e797cb 075976a08 0c6186835 075976a 039e798 0c61868
000010ed 0000 1f262a1 003745f 0204e03 5 0 0 00e9bcafb7 02a8e058bc 003929d0873 04ede75530 004ede75530 02f6af484 08a20cad9 0233a2052 052a514d6 0dcc5dfaf 0dcc5e0 0233a20 052a515
000010ee 0000 00e804a 0028037 01e9f23 3 0 0 02fd13ab64 00a935094f 003a648b4b3 04ac284730 004ac284730 0a3bda028 02436a789 01c05dc28 0bfc37c50 0e3fa23d9 01c05dc 0bfc37c 0e3fa24
000010ef 0000 0068402 1f5b770 0199bbe 2 0 0 0021e82df0 02b7c79710 002d9afc500 03e853ade0 003e853ade0 008ad665b 0b20fb70c 022a1714d 02b4ed7a8 0dd5e8eb4 022a171 0dd5e8f 02b4ed8
000010f0 0000 1fd7187 00a5b04 0219121 1 0 0 01f41ae528 00c882e178 002bc9dc6a0 051f351910 0051f351910 061a3f531 02725d5fa 03b9b1a6b 09d3f0f9c 0c464e596 09d3f10 03b9b1a 0c464e6
000010f1 0000 0138770 1fa7008 0196b62 2 1 0 03bc1d9920 017859f2b8 00534778bd8 03e0f2a420 00534778bd8 0b7b18ced 0484e7313 000000000 0b7b18ced 100000000 0000000 1000000 0b7b18d
000010f2 0000 011a52e 1f631db 0217f4d 2 1 0 02be3503ac 02976cc56d 00555a1c919 051c7cafd0 00555a1c919 083a291ba 07c5d6e46 000000000 083a291ba 100000000 0000000 1000000 083a292
000010f3 0000 1f6aaa8 1f2192e 0201b72 4 0 0 03ac9656a2 004c9c6458 003f932bafa 04e6301520 004e6301520 0bffd32e6 00fa334c3 0182fcc2c 0d82cff12 0e7d033d5 0e7d034 0d82cff 0182fcc
000010f4 0000 011510c 1f71469 022dbf5 2 0 0 02c8e34714 025b8c0baf 005246f52c3 0551b01250 00551b01250 0860639c9 07177d193 00440fa52 08a47341b 0fbbf05ae 00440fa 0fbbf06 08a4734
000010f5 0000 1ed52a9 1f2b4f3 011a8a4 4 1 0 03836af295 0284adcde4 0060818c079 02b1cb8640 0060818c079 0951deeb3 06ae2114d 000000000 0951deeb3 100000000 1000000 0951def 0000000
000010f6 0000 005294a 1f0c24f 018722d 6 1 0 00d5279fa4 0331fe2f84 0040725cf28 03baebfdd0 0040725cf28 034eb57da 0cb14a826 000000000 034eb57da 100000000 034eb58 1000000 0000000
000010f7 0000 00165c7 00eff80 00dcf4b 1 1 0 01a97791d8 024d3e9a28 003f6b62c00 021b7161b0 003f6b62c00 06b5725ba 094a8da46 000000000 06b5725ba 100000000 06b5726 0000000 1000000
000010f8 0000 1ecd2b1 005da82 01e5fc1 5 1 0 018c0d45d2 039da31740 00529b05d12 04a27c6310 00529b05d12 04cb63f4d 0b349c0b3 000000000 04cb63f4d 100000000 1000000 0000000 04cb63f
000010f9 0000 00bcb77 1f339a6 01cf9a0 2 0 0 0102f3e820 0360587f6a 004634c678a 046bd6fa00 0046bd6fa00 03a91ee8f 0c37f8221 000f747a8 03b893637 0ff08b858 000f748 0ff08b8 03b8936
000010fa 0000 1eeb532 1f53623 01347c7 4 1 0 02d9f419e5 0288426e4c 00562368831 02f123cd70 00562368831 087965577 07869aa89 000000000 087965577 100000000 1000000 0879655 0000000
000010fb 0000 0092461 006e83a 02138e5 3 0 0 012e03c990 01d3567c4a 003015a45da 0511be7150 00511be7150 03b93bb39 05c308945 0341dddc1 06fb198fa 0cbe2223f 0341dde 06fb199 0cbe222
000010fc 0000 1f801c9 1eebdd4 011aa2f 6 1 0 041c29df18 00737b11c8 0048fa4f0e0 02b207cbf0 0048fa4f0e0 0e6ae7303 019518cfd 000000000 0e6ae7303 100000000 0e6ae73 1000000 0000000
000010fd 0000 0083118 1fab848 0100107 2 1 0 012d5e79e0 0165418078 002929ffa58 0271282170 002929ffa58 0752382d4 08adc7d2c 000000000 0752382d4 100000000 0000000 1000000 0752383
000010fe 0000 00b3002 1f71973 0199b8f 2 0 0 01626ddb6c 025a371a15 003bca4f581 03e84c81f0 003e84c81f0 05ab4ed7c 09a1efc95 005960af8 0604af874 0fa69f509 005960b 0fa69f5 0604af8
000010ff 0000 003500b 1f11249 01e37a5 6 0 0 0136e76e04 02bb1b7714 003f202e518 049c5d9d50 0049c5d9d50 0436df19a 0979fadc1 012793053 055e721ed 0ed86cfae 055e722 0ed86d0 0127930
00001100 0000 1f5d476 00b9c70 017ff96 5 1 0 03119b95f0 00cb1f2130 003dcbab720 03a96fd360 003dcbab720 0cb687af4 03497850c 000000000 0cb687af4 100000000 1000000 0000000 0cb687b
00001101 0000 0022bf0 00d2707 01d336b 1 0 0 013dadc24c 023c2aaf4c 00379d87198 0474a883b0 00474a883b0 0474c1663 080699433 01c252ab5 063714118 0e3dad54b 0637141 01c252b 0e3dad5
00001102 0000 00fcd5c 010b74b 020d82a 3 1 0 0168705184 046b01a183 005d371f307 0502fbe8a0 005d371f307 03dde2353 0c221dcad 000000000 03dde2353 100000000 0000000 03dde23 1000000
00001103 0000 006c5ac 0128a97 0164566 1 1 0 00e669e5ec 040006922c 004e6707818 0365f6e060 004e6707818 02f058f9a 0d0fa7066 000000000 02f058f9a 100000000 02f0590 0000000 1000000
00001104 0000 1f31686 1f28f64 01d6d9e 4 1 0 038d582afc 012deae740 004bb43123c 047d89ebe0 004bb43123c 0c03094f2 03fcf6b0e 000000000 0c03094f2 100000000 1000000 0c03095 0000000
00001105 0000 1fd1caa 0086e5c 01b1171 1 0 0 01c66db740 0073fcc920 0023a6a8060 0421594e10 00421594e10 06e0622c5 01c15117f 03af265de 0a8f888a3 0c50d9a22 0a8f889 03af266 0c50d9a
00001106 0000 1fe14b0 1f33cdf 01fa977 6 0 0 02202cafd4 013f4500d4 0035f71b0a8 04d4cbb870 004d4cbb870 070a3039b 04215a053 026a3ae09 09746b1a4 0d95c51f7 09746b2 0d95c52 026a3ae
00001107 0000 00b532d 1fc5464 01ceb28 2 0 0 021b685b88 00f8561dfc 00313be7984 0469a1ca80 00469a1ca80 07a3decee 0384752e7 026bd6016 0a0fb4d04 0d9429feb 026bd60 0d942a0 0a0fb4d
00001108 0000 010459c 0087443 013da31 3 1 0 029b71c224 023c02493b 004d7740b5f 03077b1a10 004d7740b5f 089db1222 07624edde 000000000 089db1222 100000000 0000000 089db12 1000000
00001109 0000 00ef6f2 1f442f1 0110756 2 1 0 01dfbdf444 031a3abbe7 004f9f8b02b 02992e8f60 004f9f8b02b 060670642 09f98f9be 000000000 060670642 100000000 0000000 1000000 0606706
0000110a 0000 1ed4944 0030d29 0132ed0 5 1 0 00ce756b11 03e149e8ac 004afbf53bd 02ed549d00 004afbf53bd 02c0dc527 0d3f23ad9 000000000 02c0dc527 100000000 1000000 0000000 02c0dc5
0000110b 0000 010bc19 1f8fcc9 011e70c 2 1 0 02e754984c 01da78844f 004c1cd1c9b 02bb5144c0 004c1cd1c9b 09c42584a 063bda7b6 000000000 09c42584a 100000000 0000000 1000000 09c4258
0000110c 0000 005a444 00ae47f 0220687 1 0 0 0025e8a7cc 02bb0a888c 002e0f33058 05311ef970 005311ef970 0074d32fa 086a42a04 039075181 04054847b 0c6f8ae7f 0405484 0390752 0c6f8ae
0000110d 0000 0078c6d 001146a 0187994 3 0 0 0195c580f0 00490e37fa 001ded3b8ea 03bc0d2540 003bc0d2540 06ca71374 0138fdb44 03fe488a4 0ac8b9c18 0c01b775c 03fe489 0ac8b9c 0c01b77
0000110e 0000 1fc3bfe 1f6e669 01a211f 6 0 0 02107a7d3c 005730d2dc 00267ab5018 03fcadcaf0 003fcadcaf0 0848cacf3 015de5ced 032ca7b10 0b7572803 0cd3584f0 0b75728 0cd3585 032ca7b
0000110f 0000 1fac323 1fb6241 013ed43 4 0 0 0138552017 0096bdf40c 001cf131423 030a640930 0030a640930 066b89776 031939ada 033d9e6d8 09a927e4e 0cc261928 0cc2619 09a927e 033d9e7
00001110 0000 1f2f1ce 013ea68 013a6b2 5 1 0 05437ef6a8 005b423b90 0059ec13238 02ff9f8920 0059ec13238 0efc31e89 0103ce177 000000000 0efc31e89 100000000 1000000 0000000 0efc31f
00001111 0000 1f8846b 00db66a 0171b72 1 1 0 03864fdc40 00196d9750 0039fbd7390 0386a01520 0039fbd7390 0f8fbbf61 00704409f 000000000 0f8fbbf61 100000000 0f8fbbf 0000000 1000000
00001112 0000 006061c 1ff3117 0105681 2 0 0 01459e96ac 0036af92d1 0017c4e297d 027e330f10 0027e330f10 0829d81d9 015efa0d1 033b96eab 0b656f084 0cc469155 033b96f 0cc4691 0b656f1
00001113 0000 00fbc91 0053db3 01ca994 3 0 0 02e8c5a4dc 01629b942b 0044b613907 045fa02540 0045fa02540 0aa4a60e8 051148ea6 002508839 0ac9ae921 0fdaf77c7 0025088 0ac9ae9 0fdaf78
00001114 0000 0139cb1 001537e 0116036 3 1 0 045048c0c0 0059ba182e 004aa02d8ee 02a6be3d60 004aa02d8ee 0ecc3226f 0133cdd91 000000000 0ecc3226f 100000000 0000000 0ecc322 1000000
00001115 0000 00697df 00f54f5 02302e5 1 0 0 0084533d7c 0388f8a24c 0040d4bdfc8 0557a11150 00557a11150 018c4f1f2 0a965b2d2 01eeaad9e 037af9f90 0e1155262 037afa0 01eeaae 0e11552
00001116 0000 1f6a6c9 1f761ed 01b5b80 4 0 0 02470f538b 01004013ec 003474f6777 042ca63800 0042ca63800 08bacbca4 03d62cf34 01b783a14 0a724f6b8 0e487c5ec 0e487c6 0a724f7 01b783a
00001117 0000 0133b8f 1f896ec 01aacbb 2 1 0 036c3b2a58 01f5649a34 005619fc48c 0411fb48b0 005619fc48c 0a2d3dac5 05d2c253b 000000000 0a2d3dac5 100000000 0000000 1000000 0a2d3db
00001118 0000 013a08a 1f4666c 0120909 2 1 0 02f59f5360 0310da1eb4 00606797214 02c080ef90 00606797214 07dbd89ec 082427614 000000000 07dbd89ec 100000000 0000000 1000000 07dbd8a
00001119 0000 1f6777c 1ed8e45 014edf3 6 1 0 049e86403c 004158537c 004dfde93b8 03318ee430 004dfde93b8 0f2983081 00d67cf7f 000000000 0f2983081 100000000 0f29831 1000000 0000000
0000111a 0000 0119601 0037c5f 021c50c 3 0 0 0390820cec 00ebd9f7b7 0047c5c04a3 05272124c0 005272124c0 0b11689b9 02dc564de 0109208b5 0c1a8926e 0ef6df74c 0109209 0c1a892 0ef6df7
0000111b 0000 011482b 007d1ea 012455b 3 1 0 02ec1397c0 021119d17a 004fd2d693a 02c9b532b0 004fd2d693a 095f22a9c 06a0dd564 000000000 095f22a9c 100000000 0000000 095f22b 1000000
0000111c 0000 0091f4b 1f141f9 0121328 2 1 0 0023cd4dbc 03e577479f 0040944955b 02c20c4a80 0040944955b 008dec61b 0f72139e5 000000000 008dec61b 100000000 0000000 1000000 008dec6
0000111d 0000 00eadc4 013197b 01b7d04 3 1 0 00d5fb9f84 050c470333 005e242a2b7 0431c36c40 005e242a2b7 0245e3304 0dba1ccfc 000000000 0245e3304 100000000 0000000 0245e33 1000000
0000111e 0000 00fa070 000c387 00ce5d0 3 1 0 0379ca4fb4 0033ad691f 003ad77b8d3 01f7d10d00 003ad77b8d3 0f1f2b69a 00e0d4966 000000000 0f1f2b69a 100000000 0000000 0f1f2b7 1000000
0000111f 0000 00001f3 00a876c 011d3b7 1 1 0 0163badb28 01649f47b8 002c85a22e0 02b85e1c70 002c85a22e0 07fd6f48e 080290b72 000000000 07fd6f48e 100000000 07fd6f5 0000000 1000000
00001120 0000 009ce1c 1ecbbca 0104a81 6 1 0 004d3aba18 04ca442b58 005177ee570 027c5e4f10 005177ee570 00f2adf12 0f0d520ee 000000000 00f2adf12 100000000 00f2adf 1000000 0000000
00001121 0000 1f526c3 0098fa9 01b7dac 5 0 0 0286e91191 0138390d44 003bf221ed5 0431dd0ec0 00431dd0ec0 09a37ce05 04a6e695f 00dace44e 0a7e4b253 0f2531bb2 0f2531c 00dace4 0a7e4b2
00001122 0000 1f670fd 1fc8b81 00c404a 4 1 0 00e9c524d7 01bb32bf9c 002a4f7e473 01de8f4aa0 002a4f7e473 05866d51b 0a7992ae5 000000000 05866d51b 100000000 1000000 05866d5 0000000
00001123 0000 0139d37 1ec8aa0 012516e 2 1 0 01eb053b28 0524909c60 0070f95d788 02cb8cd8e0 0070f95d788 0458a7cd0 0ba758330 000000000 0458a7cd0 100000000 0000000 1000000 0458a7d
00001124 0000 1f1e1a2 0055d08 019c380 5 1 0 016ae38248 0285d44130 003f0b7c378 03ee64b800 003f0b7c378 05c18bc84 0a3e7437c 000000000 05c18bc84 100000000 1000000 0000000 05c18bd
00001125 0000 1ee82f7 1fe3edf 011a21f 4 1 0 0076b421c9 03c55d1704 0043c1138cd 02b0ccdaf0 0043c1138cd 01c081671 0e3f7e98f 000000000 01c081671 100000000 1000000 01c0816 0000000
00001126 0000 1fc5624 1fbafee 0209f85 4 0 0 0123cd91e2 0044c411b8 0016891a39a 04fa573b50 004fa573b50 03a9ea9ac 00dd07313 05bc871a1 096671b4d 0a4378e60 0a4378e 096671b 05bc872
00001127 0000 0003659 0119159 022108f 1 0 0 0245d867dc 025eb9458c 004a491ad68 0532a6d1f0 00532a6d1f0 06ff07f72 074b9c8d3 00daadbde 07d9b5b50 0f2552423 07d9b5b 00daadc 0f25524
00001128 0000 0087f7b 1f8aa1c 01cb112 2 0 0 00f9c80a38 01f0525f84 002ea1a69bc 0460c4cf20 00460c4cf20 0390dc143 0715dfe22 02aca204e 063d7e191 0d535dfb3 02aca20 0d535e0 063d7e2
00001129 0000 1ed4a7d 1fac002 0203c3d 4 1 0 016336b8ae 0396a2b770 004f9d9701e 04eb310ed0 004f9d9701e 04762c200 0b89d3e00 000000000 04762c200 100000000 1000000 04762c2 0000000
0000112a 0000 1ef0c7c 1f8e706 021f236 4 0 0 01e038eb0a 02f1239558 004d15c8062 052e055d60 0052e055d60 05cb60d73 091666d24 008f1c2b5 065a7d028 0f70e3d4c 0f70e3d 065a7d0 008f1c3
0000112b 0000 1ee1994 00a564d 01d2cee 5 1 0 02bb691fd5 02bb25e35c 005768f0331 0473ab10e0 005768f0331 080062755 07ff9d8ab 000000000 080062755 100000000 1000000 0000000 0800627
0000112c 0000 0099e67 00a8b90 0123e2c 3 1 0 00cee03fe8 02c97cd210 003985d11f8 02c89c96c0 003985d11f8 0398af1a4 0c6750e5c 000000000 0398af1a4 100000000 0000000 0398af2 1000000
0000112d 0000 1fe67fb 008c51b 012a8d3 1 0 0 01860f1a54 00cb485064 00251576ab8 02d8e2b230 002d8e2b230 088ff38d9 04765a86c 017cd8f5e 0a0ccc837 0e83270a3 0a0ccc8 017cd8f 0e83271
0000112e 0000 00e7e90 1f7c330 015d4c9 2 1 0 023a9e9940 022d5a9550 00467f92e90 0354c7eb90 00467f92e90 081815f5f 07e7ea0a1 000000000 081815f5f 100000000 0000000 1000000 081815f
0000112f 0000 1f2f5e2 000390b 010ec02 5 1 0 000f138943 02f47f25b4 0030392aef7 0295030e20 0030392aef7 005008df4 0faff720c 000000000 005008df4 100000000 1000000 0000000 005008e
00001130 0000 1f92383 011b241 0190dc6 1 1 0 03e8a93b0c 00c49ac29c 004ad43fda8 03d2aa0660 004ad43fda8 0d5f63fa5 02a09c05b 000000000 0d5f63fa5 100000000 0d5f640 0000000 1000000
00001131 0000 0048474 1f9fd69 01cb740 2 0 0 003d6150d4 0196a53aaf 001d4068b83 0461b63400 00461b63400 00e02225d 05cce4196 04a97ce07 05899f064 0b56831fa 04a97ce 0b56832 05899f0
00001132 0000 1ed644f 1ffebd1 017478c 4 1 0 000555a007 043fa7c52c 00444fd6533 038d5accc0 00444fd6533 0013fdb4b 0fec024b5 000000000 0013fdb4b 100000000 1000000 0013fdb 0000000
00001133 0000 1f97c7f 1f3e895 00d06eb 6 1 0 0316b17e34 001b5ee104 00332105f38 01fcde3bb0 00332105f38 0f76f4f3f 00890b0c1 000000000 0f76f4f3f 100000000 0f76f4f 1000000 0000000
00001134 0000 1ff26a3 1f4629c 01b4ed4 6 0 0 01baa85c08 0157281998 00311d075a0 042ab73940 0042ab73940 06a3ba2bc 0525a9313 021b4e519 08bf087d5 0de4b1ae8 08bf088 0de4b1b 021b4e5
00001135 0000 1fbe728 00014f7 00ebe30 5 0 0 00058a7c0f 00ed4a7cb4 000f2d4f8c3 023fe53300 0023fe53300 002768d5d 0697b58c1 04a070cf1 04c7d9a4e 0b5f8f30f 0b5f8f3 04a070d 04c7d9a
00001136 0000 002906b 1f8ff24 01631f2 6 0 0 0056ab14a8 0183270fb8 001d9d22460 0362fefd20 00362fefd20 019973b82 07250c2ad 03a0c00e9 053a33c6b 0c5f3ff18 053a33c 0c5f3ff 03a0c01
00001137 0000 00552ba 003b647 00eaff2 3 0 0 00ba5528a4 00fb27e9df 001b57d1283 023db8dd20 0023db8dd20 05324b03b 070116b06 01e64f260 07189a29b 0e19b0da1 01e64f2 07189a3 0e19b0e
00001138 0000 1f741cb 1f00279 0119008 6 1 0 041d354c44 001ca36954 00439d8b598 02ae0a3880 00439d8b598 0f939266d 006c6d993 000000000 0f939266d 100000000 0f93926 1000000 0000000
00001139 0000 1f1384f 00d87ce 01f17f7 5 1 0 03937990fe 01984ea680 0052bc8377e 04be982070 0052bc8377e 0b10a150a 04ef5eaf6 000000000 0b10a150a 100000000 1000000 0000000 0b10a15
0000113a 0000 1ef3dc9 00fc3e1 023c50e 5 1 0 042aac3289 01c0a58f54 005eb51c1dd 05754172e0 005eb51c1dd 0b4347df7 04bcb8209 000000000 0b4347df7 100000000 1000000 0000000 0b4347e
0000113b 0000 1fb0709 1ff7ae9 012c61c 4 0 0 00232ce12f 0111c59a9c 00134f27bcb 02dd5aa5c0 002dd5aa5c0 00c476ec1 05f918dfe 04a1381a1 0565af062 0b5ec7e60 0b5ec7e 0565af0 04a1382
0000113c 0000 1ff7c35 1ec1491 0185740 6 1 0 02c0028574 0283ae0864 00543b08dd8 03b6d03400 00543b08dd8 085bae06e 07a451f92 000000000 085bae06e 100000000 085bae0 1000000 0000000
0000113d 0000 00e23c8 1f7bd20 00f58b4 2 1 0 02250a4d40 022ef4c5e0 00453ff1320 025778f740 00453ff1320 07edabefd 081254103 000000000 07edabefd 100000000 0000000 1000000 07edabf
0000113e 0000 1f595df 00e3680 01ce645 5 0 0 03c1a57a80 00816edb98 00443145618 0468e2e750 00468e2e750 0da131b5e 01d5a103e 004496a32 0de5c8590 0fbb695ce 0fbb696 004496a 0de5c86
0000113f 0000 001478e 1f0217c 013bf8e 6 1 0 01cddaa100 0263cbf1a0 00431a692a0 03036a9ae0 00431a692a0 06e1fb9b4 091e0464c 000000000 06e1fb9b4 100000000 06e1fba 1000000 0000000
00001140 0000 002290b 1f2b6e3 01df3d6 6 0 0 0142d86c7c 024002258c 00382da9208 049204d760 0049204d760 046a37724 07e07d33b 01daa5ad1 0644dd1f5 0e255a530 0644dd2 0e255a5 01daa5b
00001141 0000 1f07d3f 013553b 0135c9f 5 1 0 051c11b4f3 00fed62cbc 0061ae7e1af 02f45202f0 0061ae7e1af 0d6422711 029bdd8ef 000000000 0d6422711 100000000 1000000 0000000 0d64227
00001142 0000 00ccf90 011c822 023be20 3 0 0 00951bbf58 04b31e0472 0054839c3ca 057432c200 0057432c200 01b56fb88 0dc98fdb0 004080364 01f5efeec 0fbf7fc9c 0040803 01f5eff 0fbf7fd
00001143 0000 1f6a63e 1fd58c2 015e5c2 4 0 0 00b385a1ee 01ca21c1d8 0027da763c6 03575eea20 003575eea20 035ba7313 0891cb869 020946a42 0564edd55 0df6b95be 0df6b96 0564edd 020946a
00001144 0000 0023a2f 1f085ed 0117b2e 6 1 0 01890c58d4 028e0ebca4 004171b1578 02aadbb4e0 004171b1578 060180186 09fe7fe7a 000000000 060180186 100000000 0601802 1000000 0000000
00001145 0000 0050634 1fc4f1d 010fca7 2 0 0 00a987b7e4 00f9bb2edb 001a342e6bf 02978d3b70 002978d3b70 04167b9f3 06058d1e2 02f1fba16 070877409 0d0e045eb 02f1fba 0d0e046 0708774
00001146 0000 00ce1f0 007b15e 00c44b7 3 1 0 01ee9a86a8 02087fb10e 003f71a37b6 01df3c2c70 003f71a37b6 07cbc174f 08343e8b1 000000000 07cbc174f 100000000 0000000 07cbc17 1000000
00001147 0000 1ec3de6 1fd3fd3 0213a84 4 0 0 00ba1ca4b5 0428a8312c 004e2c4d5e1 0511fdc440 00511fdc440 024b4d97b 0d1fae079 004a82306 0295cfc81 0fb57dcfa 0fb57dd 0295cfd 004a823
00001148 0000 00ccf06 00fe93c 00e7fd7 3 1 0 00d44465e0 04348bac9c 00508d0127c 023661be70 00508d0127c 02a29c3c2 0d5d63c3e 000000000 02a29c3c2 100000000 0000000 02a29c4 1000000
00001149 0000 1f19d43 00b1677 0196e77 5 1 0 02ee32f98f 01d3d580ac 004c2087a3b 03e16b0870 004c2087a3b 09dac4bda 06253b426 000000000 09dac4bda 100000000 1000000 0000000 09dac4c
0000114a 0000 1f465d0 1fad7f6 01e8838 4 0 0 015ce20c9a 01f963fa38 003564606d2 04a8a90b80 004a8a90b80 04ae2ebb1 06c7aeb6d 024511471 06f340022 0dbaeeb8f 0dbaeec 06f3400 0245114
0000114b 0000 1fdde5a 1fe56e2 017cae4 4 0 0 00705b7ece 0044b6abb8 000b5122a86 03a1656a40 003a1656a40 01ef2d66f 012ed4f27 0670fed35 08602c3a4 098f012cb 098f013 08602c4 0670fed
0000114c 0000 1f4991c 1f7e4d6 00c3543 4 1 0 022475ecba 0189ddd698 003ae53c352 01dce08930 003ae53c352 094ffc66b 06b003995 000000000 094ffc66b 100000000 1000000 094ffc6 0000000
0000114d 0000 0137f4f 1fb05e8 01372fe 2 1 0 03ce0f4908 0150bd61d8 0051eccaae0 02f7bbe1e0 0051eccaae0 0be3c0840 041c3f7c0 000000000 0be3c0840 100000000 0000000 1000000 0be3c08
0000114e 0000 1ffda39 000bf3b 00ce89b 1 0 0 0021ea7c04 00109f73b4 0003289efb8 01f83e26b0 001f83e26b0 011380708 00870756e 0732bc1c5 08463c8cd 08cd43e3b 08463c9 0732bc2 08cd43e
0000114f 0000 1f6dec6 0077bf1 016c564 5 0 0 01fa60e519 0119c629dc 00314270ef5 03797e9240 003797e9240 091bcdbaf 051187f21 00e955298 0a0522e47 0f16aad68 0f16aad 00e9553 0a0522e
00001150 0000 1f49400 1fff98d 014eff6 4 0 0 0001b45aeb 029c65f5c4 0029e1a50af 0331dd7960 00331dd7960 000889563 0d13722c6 0172023ec 017a8b94f 0e8dfdc15 0e8dfdc 017a8b9 0172024
00001151 0000 004bd63 1ed25d7 00e4116 6 1 0 016803122c 039374d3bc 004fb77e5e8 022cce6b60 004fb77e5e8 048421a9d 0b7bde563 000000000 048421a9d 100000000 048421b 1000000 0000000
00001152 0000 00f1631 00072ac 01d358c 3 0 0 0364d524a8 001e4eb78c 0038323dc34 0474fbacc0 00474fbacc0 0c2f02b09 006cccea1 01b21832b 0de11ae34 0e4de7cd5 01b2183 0de11ae 0e4de7d
00001153 0000 1ee5053 008c6cf 015eed0 5 1 0 0251d36ba7 02e3682e4c 005353b99f3 0358c09d00 005353b99f3 07205ede5 08dfa121b 000000000 07205ede5 100000000 1000000 0000000 07205ee
00001154 0000 002eec2 010291c 00ef44b 1 1 0 0176d8f000 02ce845e60 004455d4e60 024826b1b0 004455d4e60 057c4432e 0a83bbcd2 000000000 057c4432e 100000000 057c443 0000000 1000000
00001155 0000 009b83a 002d22f 01b623e 3 0 0 01da146884 00bedf0e07 00298f3768b 042dad95e0 0042dad95e0 071757509 02dae1e52 0306e3653 0a1e3ab5c 0cf91c9ae 0306e36 0a1e3ab 0cf91ca
00001156 0000 1f302d0 1f7c4a1 0109483 4 1 0 022cf90eb7 01e29acad4 0040f93d98b 0287a93d30 0040f93d98b 089281f91 076d7e06f 000000000 089281f91 100000000 1000000 0892820 0000000
00001157 0000 011d789 1f71287 0147a50 2 1 0 02e76bc224 025c0b6fe1 00543773205 031fe9d500 00543773205 08d3d62d4 072c29d2c 000000000 08d3d62d4 100000000 0000000 1000000 08d3d63
00001158 0000 00de611 1f2cfaa 023fc74 2 0 0 01703956e0 037c5b6ac6 004ec94c1a6 057db57340 0057db57340 0430f1699 0a282ddc3 00d3705d2 050461c6b 0f2c8fa2e 00d3706 0f2c8fa 050461c
00001159 0000 1f0cace 00147c1 01de8d0 5 0 0 00569fe169 034fc59cdc 003a6657e45 0490563d00 00490563d00 012fb10c7 0b9c26b3e 019a141fe 02c9c52c5 0e65ebe03 0e65ebe 019a142 02c9c53
0000115a 0000 00de9f2 012a82d 013738f 3 1 0 00b822a96c 04ee54ccb5 005a6777621 02f7d201f0 005a6777621 02096bdd8 0df694228 000000000 02096bdd8 100000000 0000000 02096be 1000000
0000115b 0000 1f38522 1f41b41 01000e4 4 1 0 0324b7ff17 0148e932a4 0046da131bb 027122ca40 0046da131bb 0b5b96834 04a4697cc 000000000 0b5b96834 100000000 1000000 0b5b968 0000000
0000115c 0000 1f2dd7a 1f5b57e 01cc6f9 4 0 0 02b84b35d2 01a57e65e8 0045dc99bba 04641c5e90 004641c5e90 09e92235d 05ffd3661 000b85321 09f4a767e 0ff47acdf 0ff47ad 09f4a76 000b853
