# id tag_id v_alpha v_beta cmp0 cmp1 cmp2 b0 b1 b2 sector X Y Z a_num b_num
00001139 0000 1f1384f 00d87ce 00d87ce fd9c99e73 00bc92335 1 0 1 5 03937990fe fe67b15980 052bbaafb0 03937990fe 01984ea680
0000113a 0000 1ef3dc9 00fc3e1 00fc3e1 fd442373f 00cf3354d 1 0 1 5 042aac3289 fe3f5a70ac 05eb41fdfc 042aac3289 01c0a58f54
0000113b 0000 1fb0709 1ff7ae9 1ff7ae9 ff818deaf 008eb123d 0 0 1 4 ffdcd31ed1 fecb0e094c 0111c59a9c 00232ce12f 0111c59a9c
0000113c 0000 1ff7c35 1ec1491 1ec1491 01295000b 01452d4c1 0 1 1 6 fabc3b86b9 fd3ffd7a8c fd7c51f79c 02c0028574 0283ae0864
0000113d 0000 00e23c8 1f7bd20 1f7bd20 01ffbd408 ff026c978 0 1 0 2 fdd10b3a20 02250a4d40 fbac092fc0 02250a4d40 022ef4c5e0
0000113e 0000 1f595df 00e3680 00e3680 fe081452f 003bc48d1 1 0 1 5 03c1a57a80 ff7e912468 0443061f98 03c1a57a80 00816edb98
0000113f 0000 001478e 1f0217c 1f0217c 011a95416 00d5545ba 0 1 1 6 fbce498edc fe32255f00 fd9c340e60 01cddaa100 0263cbf1a0
00001140 0000 002290b 1f2b6e3 1f2b6e3 010a0d1ed 00951fab7 0 1 1 6 fc7d1824db febd279384 fdbffdda74 0142d86c7c 024002258c
00001141 0000 1f07d3f 013553b 013553b fd2e29bf1 0075aecd3 1 0 1 5 051c11b4f3 ff0129d344 061ad48c74 051c11b4f3 00fed62cbc
00001142 0000 00ccf90 011c822 011c822 0044da15c fd8f77c3c 1 1 0 3 04b31e0472 054827fba8 ff6ae440a8 00951bbf58 04b31e0472
00001143 0000 1f6a63e 1fd58c2 1fd58c2 ff2c6816a 0126823ae 0 0 1 4 ff4c7a5e12 fd825b4378 01ca21c1d8 00b385a1ee 01ca21c1d8
00001144 0000 0023a2f 1f085ed 1f085ed 012e1a00d 00b58cd0f 0 1 1 6 fbe8d57075 fe76f3a72c fd71f1435c 01890c58d4 028e0ebca4
00001145 0000 0050634 1fc4f1d 1fc4f1d 00c1a3ba2 ffb1b3fba 0 1 0 2 ff0644d125 00a987b7e4 fe5cc0ca24 00a987b7e4 00f9bb2edb
00001146 0000 00ce1f0 007b15e 007b15e 00e46f124 fe2b2a344 1 1 0 3 02087fb10e 03f7128658 fe11657958 01ee9a86a8 02087fb10e
00001147 0000 1ec3de6 1fd3fd3 1fd3fd3 fe1445df8 0241af9ec 0 0 1 4 ff45e35b4b fb1d3dea4c 0428a8312c 00ba1ca4b5 0428a8312c
00001148 0000 00ccf06 00fe93c 00fe93c 00620648e fdacc1242 1 1 0 3 04348bac9c 0508c02940 ff2bbb9a20 00d44465e0 04348bac9c
00001149 0000 1f19d43 00b1677 00b1677 fdcd70e1d 00d811177 1 0 1 5 02ee32f98f fe2c2a7f54 04c1fd63c4 02ee32f98f 01d3d580ac
0000114a 0000 1f465d0 1fad7f6 1fad7f6 ff1694e94 018a8e4f4 0 0 1 4 fea31df366 fca9bf2138 01f963fa38 015ce20c9a 01f963fa38
0000114b 0000 1fdde5a 1fe56e2 1fe56e2 ffe043d86 0053a1112 0 0 1 4 ff8fa48132 ff4aef7e98 0044b6abb8 00705b7ece 0044b6abb8
0000114c 0000 1f4991c 1f7e4d6 1f7e4d6 ff4a17f60 01b338ea8 0 0 1 4 fddb8a1346 fc51b457d8 0189ddd698 022475ecba 0189ddd698
0000114d 0000 0137f4f 1fb05e8 1fb05e8 025d6900f fe3e1e6d1 0 1 0 2 feaf429e28 03ce0f4908 fae1384f38 03ce0f4908 0150bd61d8
0000114e 0000 1ffda39 000bf3b 000bf3b fff055acb fff8525f9 1 0 0 1 00328aaef3 00109f73b4 0021ea7c04 0021ea7c04 00109f73b4
0000114f 0000 1f6dec6 0077bf1 0077bf1 fe93fc38c 0082229c0 1 0 1 5 01fa60e519 fee639d624 03141f9304 01fa60e519 0119c629dc
00001150 0000 1f49400 1fff98d 1fff98d fecb4a04e 01357f84e 0 0 1 4 fffe4ba515 fd61e5b5c4 029c65f5c4 0001b45aeb 029c65f5c4
00001151 0000 004bd63 1ed25d7 1ed25d7 01a6d607d 00a64b797 0 1 1 6 fb04753fef fe97fcedd4 fc6c8b2c44 016803122c 039374d3bc
00001152 0000 00f1631 00072ac 00072ac 019148ce9 fe60b7b27 1 1 0 3 001e4eb78c 0383236988 fc9b2adb58 0364d524a8 001e4eb78c
00001153 0000 1ee5053 008c6cf 008c6cf fd983b63d 01557fd77 1 0 1 5 0251d36ba7 fd1c97d1b4 053532d324 0251d36ba7 02e3682e4c
00001154 0000 002eec2 010291c 010291c ff52db0ca feb420486 1 0 0 1 04456d777c 02ce845e60 0176d8f000 0176d8f000 02ce845e60
00001155 0000 009b83a 002d22f 002d22f 00daf5834 fecce2400 1 1 0 3 00bedf0e07 0298f0a45c fe25eb977c 01da146884 00bedf0e07
00001156 0000 1f302d0 1f7c4a1 1f7c4a1 ff211bc96 01e0238f6 0 0 1 4 fdd306f149 fbf07461d4 01e29acad4 022cf90eb7 01e29acad4
00001157 0000 011d789 1f71287 1f71287 026e576e3 fea8a5971 0 1 0 2 fda3f4901f 02e76bc224 fabc91bb74 02e76bc224 025c0b6fe1
00001158 0000 00de611 1f2cfaa 1f2cfaa 0246356bd ff55f113b 0 1 0 2 fc83a4953a 01703956e0 fb13786eb0 01703956e0 037c5b6ac6
00001159 0000 1f0cace 00147c1 00147c1 fe506f3f4 01878e718 1 0 1 5 00569fe169 fcb03a6324 03a6643684 00569fe169 034fc59cdc
0000115a 0000 00de9f2 012a82d 012a82d 005507660 fd63f11bc 1 1 0 3 04ee54ccb5 05a664cdf4 ff47dd5694 00b822a96c 04ee54ccb5
0000115b 0000 1f38522 1f41b41 1f41b41 ff6819108 020b93404 0 0 1 4 fcdb4800e9 fb926ab304 0148e932a4 0324b7ff17 0148e932a4
0000115c 0000 1f2dd7a 1f5b57e 1f5b57e ff3d55e4e 02044279a 0 0 1 4 fd47b4ca2e fba240aec8 01a57e65e8 02b84b35d2 01a57e65e8
0000115d 0000 00bf63e 1edd76f 1edd76f 025f71c78 ffd801ebc 0 1 0 2 fb33654547 00569ff7bc fadcd7761c 00569ff7bc 04cc9abab9
0000115e 0000 1ed427a 1f29168 1f29168 fed6b70ca 02cd09016 0 0 1 4 fc733035a8 f9ef8dee90 0283afb5b0 038ccfca58 0283afb5b0
0000115f 0000 1f86821 1fb9d58 1fb9d58 ff77077e1 01120383f 0 0 1 4 fed748e718 fdaebbf278 0128915748 0128b718e8 0128915748
00001160 0000 005db79 1edf043 1edf043 01b8b963b 007bb26e9 0 1 1 6 fb39f5253b fef4375454 fc45cfe0a4 010bc8abac 03ba301f5c
00001161 0000 00d4687 1f73d47 1f73d47 01f027301 ff219de53 0 1 0 2 fdaf4108df 01e1815bf4 fbcdc86fa4 01e1815bf4 0250bef721
00001162 0000 00b8ad0 012d67f 012d67f 0012051ca fda14be2a 1 1 0 3 04fa92d6d7 05218d8bac ffd8f274ac 00270d8b54 04fa92d6d7
00001163 0000 1f4a202 1ed04d1 1ed04d1 fff4f5148 025c34684 0 0 1 4 fafbbae0f9 fae3db9344 0017f248e4 0504451f07 0017f248e4
00001164 0000 1f30d91 00f6eab 00f6eab fdb07df43 006d3fac1 1 0 1 5 041426cfe3 ff136e98b4 0500a8c884 041426cfe3 00ec91674c
00001165 0000 01061b9 00bcaec 00bcaec 010311f71 fd8c68b9f 1 1 0 3 031de4b9cc 054eca6748 fdcf0e8798 0230f17868 031de4b9cc
00001166 0000 1fc4dc1 00ff802 00ff802 fea27517d ff6a84a9b 1 0 0 1 0438733f52 01439d8840 02f4c5bf10 02f4c5bf10 01439d8840
00001167 0000 1f8fab6 0110691 0110691 fe37fa43c ffb3f8890 1 0 0 1 047ff548b9 00a4943924 03db500904 03db500904 00a4943924
00001168 0000 1f05d6f 1fcbc8d 1fcbc8d fe8bde70d 01da1d58f 0 0 1 4 ff23316015 fbfd7cf1ac 0325b7b1dc 00dcce9feb 0325b7b1dc
00001169 0000 1f0168b 0034d3c 0034d3c fe1dcb483 017b0724d 1 0 1 5 00df64b09c fccb599238 041407d128 00df64b09c 0334a66dc8
0000116a 0000 1f86e04 004a19e 004a19e feeac4078 0084816f0 1 0 1 5 01395b0b4e fee1196f38 02583cfa78 01395b0b4e 011ee690c8
0000116b 0000 1f43072 007cace 007cace fe469e3a6 00c5e0202 1 0 1 5 020f38cbfe fe538f1848 03bba1e8e8 020f38cbfe 01ac70e7b8
0000116c 0000 0120dd3 1fb3439 1fb3439 023386239 fe6259e73 0 1 0 2 febb8064a1 037f9c9b7c fb3be894ec 037f9c9b7c 01447f9b5f
0000116d 0000 1fcd38f 007feff 007feff ff2d2cfd9 ffd8f261b 1 0 0 1 021d041357 00548a0d14 01c8720744 01c8720744 00548a0d14
0000116e 0000 0073dff 1f93ec4 1f93ec4 012d890e7 ffa58d849 0 1 0 2 fe36f7bb64 00c3d7d3b8 fd7326a8e8 00c3d7d3b8 01c908449c
0000116f 0000 0011553 1fc12ff 1fc12ff 005aa845d 002006197 0 1 1 6 fef6614757 ffbaac1174 ff3bb922e4 004553ee8c 00c446dd1c
00001170 0000 00a5b04 000ed05 000ed05 0109c7ae2 fed94975a 1 1 0 3 003ea4c74d 027e16df84 fdc08cfac4 023f73053c 003ea4c74d
00001171 0000 1fede79 00b9612 00b9612 ff2c5bd15 ff69927c3 1 0 0 1 030fecc7e2 0145ac1ac0 01ca351710 01ca351710 0145ac1ac0
00001172 0000 1f397f7 1eedec9 1eedec9 ffbbe787d 025b666ef 0 0 1 4 fb78ffadb1 fae598981c 00937836cc 048700524f 00937836cc
00001173 0000 0023eac 1f0857d 1f0857d 012e9a4da 00b51a302 0 1 1 6 fbe8b7d685 fe77ebd6a4 fd70db7a64 018814295c 028f24859c
00001174 0000 007eeb8 1ef08f7 1ef08f7 01dfc0402 003267992 0 1 1 6 fb8425900f ff92e6b0cc fbf14fd64c 006d194f34 040eb029b4
00001175 0000 1f6cbc4 007a5fe 007a5fe fe8f68c78 008193f70 1 0 1 5 02057e0eae fee76e98b8 031e07cff8 02057e0eae 0118916748
00001176 0000 1eefc3f 008f747 008f747 fda772b39 01405de1b 1 0 1 5 025ea2d2df fd4a58f934 051440e264 025ea2d2df 02b5a706cc
00001177 0000 1eed79e 00e97e9 00e97e9 fd4ba58b4 00ec4f438 1 0 1 5 03db6443d1 fe0054a7c4 05db010424 03db6443d1 01ffab583c
00001178 0000 00bebe7 1f36f97 1f36f97 0206f0841 ff81b04d3 0 1 0 2 fcade92faf 0111814734 fb9c7478e4 0111814734 035216d051
00001179 0000 1f0e705 1ff4e9e 1ff4e9e fe723f929 01a367a3f 0 0 1 4 ffd11e404e fc73efc5d0 035d2f2be0 002ee1bfb2 035d2f2be0
0000117a 0000 1f6d8d3 004a84e 004a84e febf860b7 00aeee6f1 1 0 1 5 013b1f857e fe853df9e0 02b5dce350 013b1f857e 017ac20620
0000117b 0000 00c85c3 00bf446 00bf446 00981b277 fdf2534d1 1 1 0 3 0328d29436 047220e9c0 feb6a5b630 01495a49d0 0328d29436
0000117c 0000 1edc54e 0098d02 0098d02 fd7d704fa 01581931e 1 0 1 5 0286359c52 fd16f6d9f8 056f353558 0286359c52 02e9092608
0000117d 0000 1feb762 1f6b5ac 1f6b5ac 006e6c2ca 00b3e6946 0 1 1 6 fd8b69f28c fe7a82b4a0 ff10f08840 01857d4b60 00ef0f77c0
0000117e 0000 1fa2973 000731a 000731a ff5afb41f 0096f7d19 1 0 1 5 001e6bca2a feb92255d0 0165490140 001e6bca2a 0146ddaa30
0000117f 0000 00b0648 0017869 0017869 01136093e febeac9ae 1 1 0 3 00637bf851 02b7b54ab4 fdabc53534 02543acacc 00637bf851
00001180 0000 0055ea2 01088a6 01088a6 ff8ef9de6 fe6c57de2 1 0 0 1 045eada796 0369ef73a8 00f4adab48 00f4adab48 0369ef73a8
00001181 0000 0037b69 1fa6053 1fa6053 00b61ab8b fff9a3259 0 1 0 2 fe837f4fcb 000dc98814 fe75bb6764 000dc98814 017c80b035
00001182 0000 005e70a 003bec1 003bec1 006537f70 ff25bef9c 1 1 0 3 00fd657069 01d88a4ac4 ff24d766e4 00db28991c 00fd657069
00001183 0000 1f5e03b 1ee04e5 1ee04e5 0006f7c29 022aef493 0 1 1 6 fb3f692a2d fb4e8813ac fff0f3119c 04b177ec54 000f0cee64
00001184 0000 011689e 1f4bafc 1f4bafc 028735926 fed8f72aa 0 1 0 2 fd057f645c 027ecf3e80 fa86bb6ae0 027ecf3e80 02fa809ba4
00001185 0000 009c087 013c79c 013c79c ffd2db5ff fdc306d51 1 0 0 1 053a4c99fc 04d8854f58 0061b38308 0061b38308 04d8854f58
00001186 0000 0002bb6 0113f1f 0113f1f fef724a90 feede6ce4 1 0 0 1 048ee7c877 02516c74bc 023d6a149c 023d6a149c 02516c74bc
00001187 0000 1fe712a 00870ea 00870ea ff51f2386 ffa645372 1 0 0 1 023b1fc87a 00c24260b8 0178d4f6d8 0178d4f6d8 00c24260b8
00001188 0000 007490f 00dd84f 00dd84f ffecd5539 fe628307b 1 0 0 1 03a8c07927 037f3a1754 0029788984 0029788984 037f3a1754
00001189 0000 0027cab 00a9a4e 00a9a4e ff9da2d0f ff1707299 1 0 0 1 02cd62477e 01f8649a20 00d4f31310 00d4f31310 01f8649a20
0000118a 0000 011a287 00deebf 00deebf 01038bfd1 fd490f323 1 1 0 3 03aeae9917 05e09b6b54 fdce053f04 0231fac0fc 03aeae9917
0000118b 0000 1fbdce4 0070231 0070231 ff22879ca 000273e82 1 0 1 5 01da334559 fffaacf0f4 01df7f5234 01da334559 0005530f0c
0000118c 0000 0015215 1ffa6a4 1ffa6a4 00293195d ffe1b6e53 0 1 0 2 ffe861ee44 004192a248 ffa6cfa558 004192a248 00179e11bc
0000118d 0000 00d0ad5 1f0a032 1f0a032 02512e171 ff8f43ce7 0 1 0 2 fbefc6d702 00f41dcbe0 fafbb86af0 00f41dcbe0 04103928fe
0000118e 0000 00066e4 1f4f187 1f4f187 00b7a29ce 00a1e1a86 0 1 1 6 fd13e9c71f fea1872a2c fe726dab6c 015e78d5d4 018d925494
0000118f 0000 1f7d5d0 1f0e0b5 1f0e0b5 000f5340e 01c93ea6e 0 1 1 6 fc00d3b67d fc22097e64 ffded95764 03ddf6819c 002126a89c
00001190 0000 009fb82 1ec34cd 1ec34cd 02436d6b0 0027208ec 0 1 1 6 fac4c08255 ffab52eff4 fb19815d94 0054ad100c 04e67ea26c
00001191 0000 00cff42 1f872de 1f872de 01d5b91d6 ff1641492 0 1 0 2 fe0113ee8e 01fa1a4108 fc07013aa8 01fa1a4108 01feec1172
00001192 0000 008b68f 1fdc321 1fdc321 010ec39a5 ff372a9e7 0 1 0 2 ff689773c9 01b2d5a33c fdb5c40d6c 01b2d5a33c 0097688c37
00001193 0000 1f571e4 1f82d3d 1f82d3d ff5c97512 0197e2fca 0 0 1 4 fdeeacd445 fc8ce39ae4 0161d10c24 0211532bbb 0161d10c24
00001194 0000 00e45be 00b1a2b 00b1a2b 00d4c6860 fdd047ba4 1 1 0 3 02ef2d8763 04bbd7ab6c fe334ac1cc 01ccb53e34 02ef2d8763
00001195 0000 0125fc6 1fbd708 1fbd708 023240016 fe4fc044a 0 1 0 2 fee6880c48 03a7e1d430 fb3eaa6110 03a7e1d430 011977f3b8
00001196 0000 1f00b6c 0074c33 0074c33 fdde2e7de 013dc4486 1 0 1 5 01edc2a6ab fd4ffaed5c 049dc06d1c 01edc2a6ab 02b00512a4
00001197 0000 1feff75 00b438d 00b438d ff34e1d33 ff6b1f369 1 0 0 1 02fa1d7f15 0142514d3c 01b7c0ee4c 01b7c0ee4c 0142514d3c
00001198 0000 00270b3 00e745b 00e745b ff602fde5 fedc1c05f 1 0 0 1 03d1fea113 0277f38ea4 0159fc9e14 0159fc9e14 0277f38ea4
00001199 0000 1ec1b06 1f31b3b 1f31b3b feaf11d88 02e3db33c 0 0 1 4 fc979d6af3 f9be248f6c 02d985c04c 036862950d 02d985c04c
0000119a 0000 1f2bc0c 00998b4 00998b4 fe030f084 00d10cfec 1 0 1 5 02894cead4 fe3b5c0830 044de749f0 02894cead4 01c4a3f7d0
0000119b 0000 1fdbf28 002f501 002f501 ff94d0fae 000ec6a5e 1 0 1 5 00c81300a9 ffe0009594 00e80f7614 00c81300a9 001fff6a6c
0000119c 0000 0123ced 00ac5b1 00ac5b1 01453fe03 fd6a1e449 1 1 0 3 02d8d9d4d9 059909664c fd3fc5a8dc 02c03a5724 02d8d9d4d9
0000119d 0000 1fae124 0083167 0083167 fef568f4e 000a8f386 1 0 1 5 022a5691ff ffe91f05ac 02412f5aec 022a5691ff 0016e0fa54
0000119e 0000 006d67b 1ef7f6d 1ef7f6d 01bae5599 0048cc983 0 1 1 6 fba374a5f5 ff6269ca4c fc411b5c3c 009d9635b4 03bee4a3c4
0000119f 0000 00689fe 1ed38ad 1ed38ad 01d660dac 007474070 0 1 1 6 fb096fb135 ff03e6b714 fc059bc174 00fc1948ec 03fa643e8c
000011a0 0000 0096656 1f7d41b 1f7d41b 017e0f518 ff814c62c 0 1 0 2 fdd71e16d3 011257606c fcc4cee24c 011257606c 0228e1e92d
000011a1 0000 1ff37fc 0026484 0026484 ffc578854 ffefc25dc 1 0 0 1 00a1e2e724 00232896f0 007eb7ebb0 007eb7ebb0 00232896f0
000011a2 0000 1ede50d 1fc5b5e 1fc5b5e fe4ef3131 0222e5b37 0 0 1 4 ff0981eb0e fb5fe7b990 03a99dd620 00f67e14f2 03a99dd620
000011a3 0000 1fa9d02 1f66e83 1f66e83 0003ba474 0127483b0 0 1 1 6 fd789b3d7b fd80b214ac fff7f2ba4c 027f4deb54 00080d45b4
000011a4 0000 0070c84 003470a 003470a 008b8cb80 ff0e074f8 1 1 0 3 00ddc1839a 020be474a8 fed1d9c7e8 012e263818 00ddc1839a
000011a5 0000 008ff72 004ff8c 004ff8c 00a56811a febe66176 1 1 0 3 01522e576c 02b84c2ba0 fe99dd2c40 016622d3c0 01522e576c
000011a6 0000 00e3114 002e518 002e518 0152d4964 fe52b43bc 1 1 0 3 00c3de84d8 03a1797bc0 fd22622400 02dd9ddc00 00c3de84d8
000011a7 0000 00240b5 1f54234 1f54234 00e4ccb5d 006ade713 0 1 1 6 fd293c5054 ff18a2f488 fe10a41998 00e75d0b78 01ef5be668
000011a8 0000 1f5d358 00c76ba 00c76ba fe29e8634 005099684 1 0 1 5 034b4d0eca ff5177b848 03f9c8dfc8 034b4d0eca 00ae8847b8
000011a9 0000 1ef2a8c 00bc3ab 00bc3ab fd809e1ce 010fbf436 1 0 1 5 031bf9ece3 fdb39c0fbc 056852197c 031bf9ece3 024c63f044
000011aa 0000 1ef12f8 00214d1 00214d1 fe156c15e 01a98966e 1 0 1 5 008cd270f9 fc66a7a154 042628bad4 008cd270f9 0399585eac
000011ab 0000 0098e95 1f013c6 1f013c6 01fb6daa9 fff62869f 0 1 0 2 fbcaa9dfb6 0015575070 fbb5627b80 0015575070 043556204a
000011ac 0000 1ed9e5d 1fdf41b 1fdf41b fe2e878ef 02116c255 0 0 1 4 ff758936d3 fb85bcba94 03efce8824 008a76c92d 03efce8824
000011ad 0000 008de61 00b32a1 00b32a1 00410b0d7 fe6106cb5 1 1 0 3 02f5a48f49 038272b1ec ff7326aabc 008cd95544 02f5a48f49
000011ae 0000 1f52503 0058702 0058702 fe83dc21f 00cf68df9 1 0 1 5 0175fba652 fe3eebb770 03370a67e0 0175fba652 01c1144890
000011af 0000 1f00307 002881d 002881d fe27c3285 01891f4d7 1 0 1 5 00ab4b7225 fcacd5d72c 03fe7312dc 00ab4b7225 03532a28d4
000011b0 0000 1fa01e5 1fe2f52 1fe2f52 ff7a2fe41 00be89597 0 0 1 4 ff852fb322 fe6377c3e0 0121b9bff0 007ad04cde 0121b9bff0
000011b1 0000 1fac0b7 00f304b 00f304b fe84acc49 ffa0ae13b 1 0 0 1 0403aa8283 00ce598bc4 033541c674 033541c674 00ce598bc4
000011b2 0000 0035c53 0016b18 0016b18 0044c92f3 ff8ee422d 1 1 0 3 005ff6fad8 00f4e46728 ff6b112898 0094eed768 005ff6fad8
000011b3 0000 007f553 008b539 008b539 004f4f7b9 fea0914f3 1 1 0 3 024d2d8da1 02f8e0e37c ff5443f4ec 00abbc0b14 024d2d8da1
000011b4 0000 1f76c6b 00803b8 00803b8 fe9aabf4b 006adfd55 1 0 1 5 021e439c78 ff189669e8 0305a52ed8 021e439c78 00e7699618
000011b5 0000 00a2ddd 007d76c 007d76c 0098f3355 fe7200dbb 1 1 0 3 02128e7a4c 035db29ea8 feb4d40438 014b2bfbc8 02128e7a4c
000011b6 0000 000e189 1f0d5d5 1f0d5d5 0104ca6b7 00d51b545 0 1 1 6 fbfdf3e89d fe32a07cbc fdcb62960c 01cd5f8344 02349d69f4
000011b7 0000 013eec7 1fa8631 1fa8631 0270fd2bd fe3a2158f 0 1 0 2 fe8d816959 03d6b24dbc fab6d4956c 03d6b24dbc 01727e96a7
000011b8 0000 0078fc2 013682d 013682d ff9d66b30 fe0421cec 1 0 0 1 0521138cb5 044b8f6174 00d570c314 00d570c314 044b8f6174
000011b9 0000 005a3fa 002dd72 002dd72 006be1886 ff3a964d2 1 1 0 3 00c1d90642 01ab6b14d8 ff166b13f8 00e994ec08 00c1d90642
000011ba 0000 1ff6a2b 00d3430 00d3430 ff21d9bdb ff4187665 1 0 0 1 037d6003b0 019c5e2f48 01e0f4a038 01e0f4a038 019c5e2f48
000011bb 0000 1f670fe 002f44f 002f44f fecf28878 00d484d3c 1 0 1 5 00c7e3f527 fe33dd233c 029403dd9c 00c7e3f527 01cc22dcc4
000011bc 0000 1fd59d4 1ede30a 1ede30a 00d3537d0 0162b58a8 0 1 1 6 fb36767f9a fd000bac28 fe367cf068 02fff453d8 01c9830f98
000011bd 0000 1fd0df9 0014012 0014012 ff9cc1095 003c2cc43 1 0 1 5 00549801e2 ff7db616c0 00d6e0ab10 00549801e2 008249e940
000011be 0000 1feec9a 1ef5757 1ef5757 00e72e584 012168490 0 1 1 6 fb98dc6d6f fd8d6dea7c fe0b7f2b9c 0272921584 01f480d464
000011bf 0000 0031485 00c4efa 00c4efa ff93094d1 feec52ae7 1 0 0 1 0340cb910a 0254d9f200 00ebe55010 00ebe55010 0254d9f200
000011c0 0000 00b2120 0097bec 0097bec 0099002a8 fe3e9f468 1 1 0 3 0281b192cc 03ccf0f670 feb4b72070 014b48df90 0281b192cc
000011c1 0000 1ef33e3 012ca3c 012ca3c fd13d445b 00a0fbe75 1 0 1 5 04f755359c fea3697278 0653d8f8e8 04f755359c 015c968d88
000011c2 0000 0099834 1fd1529 1fd1529 01313c5ea ff29ee602 0 1 0 2 ff3a9cb311 01cf7df5d4 fd6b21a814 01cf7df5d4 00c5634cef
000011c3 0000 00450db 1f83c06 1f83c06 00ee2248f 000489fb9 0 1 1 6 fdf29531f6 fff6301b00 fdfc6cdaf0 0009cfe500 0203932510
000011c4 0000 1f192fc 1fe0810 1fe0810 fe985bc9c 01a528424 0 0 1 4 ff7acf8290 fc70251ae0 030aac5fa0 0085307d70 030aac5fa0
000011c5 0000 009212f 1f12863 1f12863 01defafd1 fff0d6ed3 0 1 0 2 fc13c5925b 0020da8ee4 fbf2f9db14 0020da8ee4 03ec3a6da5
000011c6 0000 1ff2de3 1f6a863 1f6a863 007bc2c45 00a82f25f 0 1 1 6 fd87e7125b fe93e0e1c4 fef40f8834 016c1f1e3c 010bf077cc
000011c7 0000 01227be 010432c 010432c 00ed39f66 fd1692eaa 1 1 0 3 044c50dc0c 064de8f140 fdfe57a7a0 0201a85860 044c50dc0c
000011c8 0000 1f45a2e 00c035a 00c035a fe09141ea 007f8324e 1 0 1 5 032ccec46a feebe557d8 0440dd6938 032ccec46a 01141aa828
000011c9 0000 000d3e3 0023f07 0023f07 fff34d61d ffc681037 1 0 0 1 0097fa709f 007c7b5594 001b7cdc04 001b7cdc04 007c7b5594
000011ca 0000 1f08542 1f99875 1f99875 fec128260 0206fb91c 0 0 1 4 fe4eac443d fb9c596914 02b25942b4 01b153bbc3 02b25942b4
000011cb 0000 01155a9 002710e 002710e 01aef7b2d fe04bb57b 1 1 0 3 00a5334c3e 044a4b93f0 fc5ae54740 03a51ab8c0 00a5334c3e
000011cc 0000 0021485 1fe7762 1fe7762 005041f41 ffdfab557 0 1 0 2 ff983b75b2 004600d020 ff523c2e30 004600d020 0067c48a4e
000011cd 0000 004998e 00c3e55 00c3e55 ffbd2da2c fec4367d0 1 0 0 1 033c65651d 02abb1ebb4 0090a73b14 0090a73b14 02abb1ebb4
000011ce 0000 1ef2022 0036e3f 0036e3f fe01baffc 01930fcf8 1 0 1 5 00e81e4497 fc9750335c 0450caa2fc 00e81e4497 0368afcca4
000011cf 0000 1fab565 1edfef7 1edfef7 008a1d29f 01a8832f5 0 1 1 6 fb3dd7f60f fc68e99184 fed5006594 0397166e7c 012aff9a6c
000011d0 0000 1f7b205 00292fd 00292fd fef708f63 00b885a79 1 0 1 5 00ae2b4005 fe707b2b7c 023dad818c 00ae2b4005 018f84d484
000011d1 0000 0060b57 003beff 003beff 00690a921 ff21e4cd3 1 1 0 3 00fd75d357 01e0e17bd4 ff1c909884 00e36f677c 00fd75d357
000011d2 0000 1f69772 0013bdd 0013bdd feee1b200 00eb5625c 1 0 1 5 00537b5be5 fe0276cfb4 0251035054 00537b5be5 01fd89304c
000011d3 0000 1f67041 00a1418 00a1418 fe5fc3e81 00654829f 1 0 1 5 02a9e98bd8 ff24b11c78 03852e5b48 02a9e98bd8 00db4ee388
000011d4 0000 1f84e4b 1f25455 1f25455 0005611d9 01a5d3823 0 1 1 6 fc630beb1d fc6eb845ec fff46150dc 039147ba14 000b9eaf24
000011d5 0000 1f3392b 1f47c31 1f47c31 ff5a269e1 020db066b 0 0 1 4 fcf4e6cf59 fb8dd6d91c 01671b7a0c 030b1930a7 01671b7a0c
000011d6 0000 1f8be16 00dd35e 00dd35e fe639196a ffec612fe 1 0 0 1 03a772230e 002a7400e8 037cf04ec8 037cf04ec8 002a7400e8
000011d7 0000 0094a37 0030ac1 0030ac1 00cbe068d fed50f87f 1 1 0 3 00cdd29c69 02873c4f7c fe4693422c 01b96cbdd4 00cdd29c69
000011d8 0000 1f546d4 00b45ce 00b45ce fe2daa168 007210840 1 0 1 5 02fab5fefe ff09037278 03f1a746b8 02fab5fefe 00f6fc8d88
000011d9 0000 00e0296 1f5e979 1f5e979 0218c5f8c ff227a020 0 1 0 2 fd5571cbe1 01dfa57644 fb75d66c24 01dfa57644 02aa8e341f
000011da 0000 1f9dde0 01243e7 01243e7 fe3c9f84a ff889688a 1 0 0 1 04d3d4487f 0102817f4c 03d140854c 03d140854c 0102817f4c
000011db 0000 00b4b56 012e2a4 012e2a4 000a9184e fda743f62 1 1 0 3 04fdc88a44 0514a10ae0 ffe9149cc0 0016eb6340 04fdc88a44
000011dc 0000 1ef6478 1f54a63 1f54a63 fee5e4a4a 0268c6c5a 0 0 1 4 fd2b66045b fac89f343c 0262d185bc 02d499fba5 0262d185bc
000011dd 0000 1fd2136 0116ab4 0116ab4 fea22f88e ff3d89fe2 1 0 0 1 049a6c8cd4 01a4ff8520 02f55b9d00 02f55b9d00 01a4ff8520
000011de 0000 1fa16db 1f5d0cc 1f5d0cc ffff2c133 013f1705d 0 0 1 4 fd4eec3aac fd4d2664f8 0001d004e8 02b113c554 0001d004e8
000011df 0000 00945fe 0105f11 0105f11 fffb28c04 fe053c6c8 1 0 0 1 0453b03539 04492d05e4 000a72d044 000a72d044 04492d05e4
