# kind profile index ia ib ic theta_e we id_ref iq_ref vdc pi_reset uq_zero_en foc_u foc_v foc_w cmp_u cmp_v cmp_w v_alpha v_beta sector
0000000000000003 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000180000 0000000000000001 0000000000000000 0000000000800000 0000000000800000 0000000000800000 00000000000004e2 00000000000004e2 00000000000004e2 0000000000000000 0000000000000000 0000000000000002
0000000000000003 0000000000000000 0000000000000001 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000180000 0000000000000001 0000000000000000 0000000000800000 0000000000800000 0000000000800000 00000000000004e2 00000000000004e2 00000000000004e2 0000000000000000 0000000000000000 0000000000000002
0000000000000003 0000000000000000 0000000000000002 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000180000 0000000000000001 0000000000000000 0000000000800000 0000000000800000 0000000000800000 00000000000004e2 00000000000004e2 00000000000004e2 0000000000000000 0000000000000000 0000000000000002
0000000000000003 0000000000000000 0000000000000003 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000180000 0000000000000001 0000000000000000 0000000000800000 0000000000800000 0000000000800000 00000000000004e2 00000000000004e2 00000000000004e2 0000000000000000 0000000000000000 0000000000000002
0000000000000003 0000000000000000 0000000000000004 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000180000 0000000000000001 0000000000000000 0000000000800000 0000000000800000 0000000000800000 00000000000004e2 00000000000004e2 00000000000004e2 0000000000000000 0000000000000000 0000000000000002
0000000000000003 0000000000000000 0000000000000005 0000000000008000 ffffffffffffc000 ffffffffffffc000 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000180000 0000000000000000 0000000000000000 000000000088b998 0000000000774668 0000000000774668 000000000000048d 0000000000000537 0000000000000537 fffffffffffee8cd 0000000000000000 0000000000000004
0000000000000003 0000000000000000 0000000000000006 0000000000008000 ffffffffffffc000 ffffffffffffc000 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000180000 0000000000000000 0000000000000000 000000000089e8f8 0000000000761708 0000000000761708 0000000000000481 0000000000000543 0000000000000543 fffffffffffec2e1 0000000000000000 0000000000000004
0000000000000003 0000000000000000 0000000000000007 0000000000008000 ffffffffffffc000 ffffffffffffc000 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000180000 0000000000000000 0000000000000000 00000000008b1850 000000000074e7b0 000000000074e7b0 0000000000000476 000000000000054e 000000000000054e fffffffffffe9cf6 0000000000000000 0000000000000004
0000000000000003 0000000000000000 0000000000000008 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000180000 0000000000000001 0000000000000000 0000000000800000 0000000000800000 0000000000800000 00000000000004e2 00000000000004e2 00000000000004e2 0000000000000000 0000000000000000 0000000000000002
0000000000000003 0000000000000000 0000000000000009 0000000000000000 0000000000000000 0000000000000000 0000000000002000 0000000000000000 0000000000000000 0000000000008000 0000000000180000 0000000000000000 0000000000000000 000000000089bb5b 00000000007644a5 000000000084843b 0000000000000483 0000000000000541 00000000000004b6 ffffffffffff3a93 000000000000c56d 0000000000000005
0000000000000003 0000000000000000 000000000000000a 0000000000000000 0000000000000000 0000000000000000 0000000000002000 0000000000000000 0000000000000000 0000000000008000 0000000000180000 0000000000000000 0000000000000000 00000000008b0db5 000000000074f24b 0000000000852142 0000000000000476 000000000000054e 00000000000004b0 ffffffffffff1fc3 000000000000e03d 0000000000000005
0000000000000003 0000000000000000 000000000000000b 0000000000000000 0000000000000000 0000000000000000 0000000000002000 0000000000000000 0000000000000000 0000000000008000 0000000000180000 0000000000000000 0000000000000000 00000000008c600f 0000000000739ff1 000000000085be4a 0000000000000469 000000000000055b 00000000000004aa ffffffffffff04f3 000000000000fb0d 0000000000000005
0000000000000003 0000000000000000 000000000000000c 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000180000 0000000000000001 0000000000000000 0000000000800000 0000000000800000 0000000000800000 00000000000004e2 00000000000004e2 00000000000004e2 0000000000000000 0000000000000000 0000000000000002
0000000000000003 0000000000000000 000000000000000d 0000000000000000 0000000000000000 0000000000000000 0000000000001000 0000000000000000 0000000000010000 0000000000008000 0000000000180000 0000000000000000 0000000000000000 00000000006ab512 0000000000734118 0000000000954aee 00000000000005b2 000000000000055e 0000000000000412 000000000001990b 000000000001d7a3 0000000000000003
0000000000000003 0000000000000000 000000000000000e 0000000000000000 0000000000000000 0000000000000000 0000000000001000 0000000000000000 0000000000010000 0000000000008000 0000000000180000 0000000000000000 0000000000000000 000000000067d0bc 00000000007185e7 0000000000982f44 00000000000005ce 000000000000056f 00000000000003f6 000000000001d099 00000000000217b2 0000000000000003
0000000000000003 0000000000000000 000000000000000f 0000000000000000 0000000000000000 0000000000000000 0000000000001000 0000000000000000 0000000000010000 0000000000008000 0000000000180000 0000000000000000 0000000000000000 000000000064ec6b 00000000006fcac3 00000000009b1395 00000000000005ea 0000000000000580 00000000000003da 0000000000020827 00000000000257c0 0000000000000003
0000000000000003 0000000000000000 0000000000000010 0000000000000000 0000000000000000 0000000000000000 0000000000001000 0000000000000000 0000000000010000 0000000000008000 0000000000180000 0000000000000000 0000000000000000 0000000000620808 00000000006e0f8c 00000000009df7f8 0000000000000607 0000000000000591 00000000000003bd 0000000000023fb6 00000000000297d0 0000000000000003
0000000000000003 0000000000000000 0000000000000011 0000000000000000 0000000000000000 0000000000000000 0000000000001000 0000000000000000 0000000000010000 0000000000008000 0000000000180000 0000000000000000 0000000000000000 00000000005f23b6 00000000006c5469 0000000000a0dc4a 0000000000000623 00000000000005a2 00000000000003a1 0000000000027744 000000000002d7de 0000000000000003
0000000000000003 0000000000000000 0000000000000012 0000000000000000 0000000000000000 0000000000000000 0000000000001000 0000000000000000 ffffffffffff8000 0000000000008000 0000000000180000 0000000000000000 0000000000000000 0000000000857050 00000000006efdae 0000000000910252 00000000000004ad 0000000000000588 000000000000043c ffffffffffffa8fb 000000000001d762 0000000000000001
0000000000000003 0000000000000000 0000000000000013 0000000000000000 0000000000000000 0000000000000000 0000000000001000 0000000000000000 ffffffffffff8000 0000000000008000 0000000000180000 0000000000000000 0000000000000000 0000000000888900 00000000006e4022 000000000091bfde 000000000000048f 000000000000058f 0000000000000435 ffffffffffff7770 000000000001ebe7 0000000000000001
0000000000000003 0000000000000000 0000000000000014 0000000000000000 0000000000000000 0000000000000000 0000000000001000 0000000000000000 ffffffffffff8000 0000000000008000 0000000000180000 0000000000000000 0000000000000000 00000000008ba1c0 00000000006d828d 0000000000927d73 0000000000000470 0000000000000597 000000000000042d ffffffffffff45e4 000000000002006d 0000000000000001
0000000000000003 0000000000000000 0000000000000015 0000000000000000 0000000000000000 0000000000000000 0000000000001000 0000000000000000 ffffffffffff8000 0000000000008000 0000000000180000 0000000000000000 0000000000000000 00000000008eba70 00000000006cc502 0000000000933afe 0000000000000452 000000000000059e 0000000000000426 ffffffffffff1459 00000000000214f2 0000000000000001
0000000000000003 0000000000000000 0000000000000016 0000000000000000 0000000000000000 0000000000000000 0000000000001000 0000000000000000 ffffffffffff8000 0000000000008000 0000000000180000 0000000000000000 0000000000000000 000000000091d330 00000000006c076d 000000000093f893 0000000000000434 00000000000005a5 000000000000041f fffffffffffee2cd 0000000000022978 0000000000000001
0000000000000003 0000000000000000 0000000000000017 0000000000000000 0000000000000000 0000000000000000 0000000000001000 0000000000000000 ffffffffffff8000 0000000000008000 0000000000180000 0000000000000000 0000000000000000 000000000094d14e 00000000006b2eb2 0000000000949b8d 0000000000000417 00000000000005ad 0000000000000419 fffffffffffeb142 0000000000023dfd 0000000000000005
0000000000000003 0000000000000000 0000000000000018 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000180000 0000000000000001 0000000000000000 0000000000800000 0000000000800000 0000000000800000 00000000000004e2 00000000000004e2 00000000000004e2 0000000000000000 0000000000000000 0000000000000002
